"Timestamp","Latency (ms)"
"2023-08-23T13:15:32.322560","1000"
"2023-08-23T13:15:33.490369","1000"
"2023-08-23T13:15:34.655569","1001"
"2023-08-23T13:15:35.816006","1000"
"2023-08-23T13:15:36.998303","1000"
"2023-08-23T13:15:38.177128","1000"
"2023-08-23T13:15:39.343532","1001"
"2023-08-23T13:15:40.529435","1001"
"2023-08-23T13:15:41.713742","1001"
"2023-08-23T13:15:42.935513","1000"
"2023-08-23T13:15:44.093739","1000"
"2023-08-23T13:15:45.279176","1000"
"2023-08-23T13:15:46.447918","1000"
"2023-08-23T13:15:47.726903","1000"
"2023-08-23T13:15:48.896594","1000"
"2023-08-23T13:15:50.067153","1000"
"2023-08-23T13:15:51.257177","1000"
"2023-08-23T13:15:52.443481","1000"
"2023-08-23T13:15:53.614518","1001"
"2023-08-23T13:15:54.785577","1000"
"2023-08-23T13:15:55.965514","1000"
"2023-08-23T13:15:57.123356","1000"
"2023-08-23T13:15:58.303251","1001"
"2023-08-23T13:15:59.468285","1001"
"2023-08-23T13:16:00.666073","1000"
"2023-08-23T13:16:01.830843","1001"
"2023-08-23T13:16:03.040979","1001"
"2023-08-23T13:16:04.200661","1000"
"2023-08-23T13:16:05.341151","1000"
"2023-08-23T13:16:06.517093","1001"
"2023-08-23T13:16:07.703938","1000"
"2023-08-23T13:16:08.879494","1000"
"2023-08-23T13:16:10.043509","1000"
"2023-08-23T13:16:11.211861","1000"
"2023-08-23T13:16:12.388129","1000"
"2023-08-23T13:16:13.561074","1000"
"2023-08-23T13:16:14.727476","1000"
"2023-08-23T13:16:15.900812","1001"
"2023-08-23T13:16:17.066012","997"
"2023-08-23T13:16:18.253865","1000"
"2023-08-23T13:16:19.420885","1000"
"2023-08-23T13:16:20.592991","1000"
"2023-08-23T13:16:21.761849","1000"
"2023-08-23T13:16:22.925816","1001"
"2023-08-23T13:16:24.085612","1001"
"2023-08-23T13:16:25.256849","1000"
"2023-08-23T13:16:26.439606","1000"
"2023-08-23T13:16:27.620884","1001"
"2023-08-23T13:16:28.802751","1000"
"2023-08-23T13:16:29.983155","1000"
"2023-08-23T13:16:31.147813","1000"
"2023-08-23T13:16:32.308812","1000"
"2023-08-23T13:16:33.499741","1000"
"2023-08-23T13:16:34.664449","1001"
"2023-08-23T13:16:35.860510","1000"
"2023-08-23T13:16:37.017514","1001"
"2023-08-23T13:16:38.183955","1000"
"2023-08-23T13:16:39.373675","1000"
"2023-08-23T13:16:40.566547","1000"
"2023-08-23T13:16:41.721012","1001"
"2023-08-23T13:16:42.919814","1001"
"2023-08-23T13:16:44.085525","1000"
"2023-08-23T13:16:45.265019","1000"
"2023-08-23T13:16:46.447623","1005"
"2023-08-23T13:16:47.759880","1000"
"2023-08-23T13:16:48.916042","1000"
"2023-08-23T13:16:50.077664","1000"
"2023-08-23T13:16:51.250725","1000"
"2023-08-23T13:16:52.445922","1000"
"2023-08-23T13:16:53.600159","1000"
"2023-08-23T13:16:54.761782","1000"
"2023-08-23T13:16:55.930362","1000"
"2023-08-23T13:16:57.097010","1000"
"2023-08-23T13:16:58.246374","1001"
"2023-08-23T13:16:59.414741","1000"
"2023-08-23T13:17:00.575860","1000"
"2023-08-23T13:17:01.747732","1001"
"2023-08-23T13:17:02.912089","1001"
"2023-08-23T13:17:04.083653","1000"
"2023-08-23T13:17:05.259854","1000"
"2023-08-23T13:17:06.430155","1000"
"2023-08-23T13:17:07.593910","1000"
"2023-08-23T13:17:08.745232","1000"
"2023-08-23T13:17:09.912682","1000"
"2023-08-23T13:17:11.079099","1000"
"2023-08-23T13:17:12.255475","1000"
"2023-08-23T13:17:13.418360","1000"
"2023-08-23T13:17:14.578152","1000"
"2023-08-23T13:17:15.722329","1001"
"2023-08-23T13:17:16.870730","1000"
"2023-08-23T13:23:18.047831","180999"
"2023-08-23T13:23:19.254603","1001"
"2023-08-23T13:23:20.423903","1000"
"2023-08-23T13:23:21.606011","1001"
"2023-08-23T13:23:22.785247","1000"
"2023-08-23T13:23:23.992017","1001"
"2023-08-23T13:23:25.169146","1000"
"2023-08-23T13:23:26.353140","1000"
"2023-08-23T13:23:27.537894","1000"
"2023-08-23T13:23:28.717890","1001"
"2023-08-23T13:23:29.893202","1001"
"2023-08-23T13:23:31.119938","1000"
"2023-08-23T13:23:32.306135","1000"
"2023-08-23T13:23:33.479323","1000"
"2023-08-23T13:23:34.656498","1001"
"2023-08-23T13:23:35.838870","1000"
"2023-08-23T13:23:37.018306","1000"
"2023-08-23T13:23:38.198254","1000"
"2023-08-23T13:23:39.388718","1001"
"2023-08-23T13:23:40.569012","1000"
"2023-08-23T13:23:41.746666","1000"
"2023-08-23T13:23:42.914265","1000"
